age,gender,income,loan_amount,loan_term,credit_score,employment_years,education,married,dependents,existing_loans,property_area,self_employed,target
35,1,61642.0,689829.0,12,751.0,14,3,0,0,3,2,1,0
63,0,83160.0,551778.0,36,440.0,1,0,0,0,0,2,1,0
57,1,35602.0,311830.0,48,382.0,20,1,0,2,3,1,0,0
53,1,121320.0,545629.0,12,476.0,1,1,1,2,2,0,1,0
28,0,106801.0,355507.0,24,497.0,21,1,0,3,2,0,0,0
64,0,43931.0,399687.0,48,720.0,2,3,1,2,2,1,0,0
64,0,112377.0,696021.0,36,700.0,5,2,0,1,2,2,1,0
25,1,47192.0,215915.0,48,770.0,14,0,0,3,2,0,1,0
59,0,64542.0,659961.0,12,517.0,9,1,1,2,3,0,1,0
24,1,145015.0,494179.0,36,474.0,8,0,0,0,0,2,1,0
26,0,60520.0,82828.0,24,322.0,0,3,0,1,0,2,1,0
52,1,82772.0,312670.0,36,534.0,15,1,1,0,2,0,1,0
50,1,68106.0,65592.0,36,312.0,5,3,0,3,3,2,1,0
55,0,99121.0,331126.0,60,400.0,8,2,1,0,1,0,0,0
60,1,43559.0,272041.0,36,835.0,3,3,1,2,1,2,1,1
36,1,123595.0,390877.0,36,822.0,1,3,1,2,3,2,1,1
33,0,51742.0,164982.0,48,751.0,3,2,1,3,2,1,0,1
62,1,87669.0,296911.0,24,730.0,0,0,1,0,0,2,1,1
50,0,153044.0,108619.0,48,832.0,18,2,0,3,3,1,1,1
39,1,88831.0,724688.0,48,592.0,24,2,0,0,1,2,0,0
37,0,130217.0,348623.0,12,400.0,9,3,0,1,1,0,1,0
39,0,59873.0,541643.0,48,801.0,20,0,1,2,1,0,1,1
48,1,124532.0,191175.0,60,603.0,14,1,1,3,2,2,1,1
46,1,144267.0,210963.0,60,839.0,21,2,1,1,1,2,1,1
57,1,158975.0,181826.0,12,654.0,18,0,1,1,3,0,1,1
46,1,152092.0,138540.0,24,602.0,15,2,0,3,3,2,1,1
43,1,59755.0,667035.0,24,795.0,20,2,0,3,1,1,0,1
29,0,103956.0,226994.0,48,526.0,23,2,1,1,3,1,1,1
32,1,104988.0,350375.0,48,535.0,21,2,1,0,1,1,1,1
21,0,63648.0,69301.0,48,754.0,3,3,0,1,1,1,0,1
21,0,143991.0,262724.0,24,312.0,1,0,1,3,0,1,0,0
54,1,158588.0,554003.0,36,509.0,24,0,1,1,2,2,1,1
52,0,133005.0,233783.0,60,696.0,12,0,1,0,2,2,0,1
45,0,20396.0,736683.0,36,399.0,0,2,0,2,0,1,1,0
60,0,102082.0,58752.0,36,330.0,16,3,0,2,0,2,1,0
21,0,146322.0,708755.0,24,827.0,12,2,1,1,2,2,0,1
36,1,150663.0,257029.0,36,628.0,3,2,0,0,1,1,1,1
59,0,29303.0,96273.0,12,465.0,6,0,1,2,1,2,1,0
25,1,89719.0,298503.0,48,758.0,16,2,1,1,2,2,0,1
42,1,117616.0,656166.0,12,399.0,8,1,0,1,1,2,0,0
49,0,142165.0,159968.0,60,472.0,3,2,1,0,0,1,0,1
23,1,104231.0,417844.0,48,461.0,18,1,1,3,1,2,0,0
32,1,25314.0,640847.0,36,562.0,0,2,0,1,1,0,1,0
46,1,37623.0,50699.0,60,573.0,9,3,1,3,3,0,0,0
36,0,123228.0,236133.0,48,302.0,3,3,1,3,3,1,0,0
57,1,115624.0,574003.0,36,327.0,8,0,1,2,3,0,0,0
42,1,129785.0,59169.0,12,625.0,12,2,0,3,1,1,0,1
49,1,104206.0,558652.0,48,448.0,13,1,1,0,2,0,0,1
34,0,87274.0,158413.0,36,839.0,9,1,0,2,0,0,1,1
48,1,151541.0,683552.0,12,787.0,5,2,1,2,1,0,0,1
25,0,71947.0,307926.0,60,737.0,15,1,1,2,2,1,1,1
50,0,66874.0,562988.0,60,364.0,5,3,1,1,1,1,0,0
25,0,67708.0,164481.0,60,655.0,16,1,1,1,0,2,0,1
32,0,,255400.0,60,832.0,9,0,0,3,1,1,0,1
36,0,86344.0,599873.0,24,551.0,17,3,0,2,0,0,0,0
46,0,67138.0,218936.0,48,534.0,21,3,1,2,1,0,0,0
46,1,65638.0,432136.0,48,526.0,17,3,1,0,0,1,0,1
41,0,96249.0,488330.0,24,824.0,2,2,1,3,1,1,0,1
59,1,123865.0,429954.0,36,612.0,19,2,1,0,0,1,0,1
56,1,20719.0,78067.0,36,348.0,20,3,1,3,3,2,1,0
53,0,60534.0,738045.0,60,417.0,24,2,1,3,1,0,0,0
50,1,110241.0,58073.0,12,353.0,14,1,1,1,1,2,1,1
57,1,144209.0,76035.0,36,343.0,14,2,1,1,2,2,0,1
43,1,110124.0,236049.0,12,352.0,3,2,0,0,2,0,1,0
30,1,109659.0,273782.0,48,824.0,8,3,0,3,0,0,0,1
25,0,93713.0,654661.0,12,401.0,18,0,0,2,1,1,0,0
56,1,93418.0,654805.0,48,697.0,23,0,1,1,0,1,0,1
54,0,146232.0,629738.0,24,437.0,16,0,1,2,3,2,1,1
51,1,49575.0,574670.0,24,686.0,10,1,1,0,2,1,1,1
30,1,81852.0,497828.0,60,410.0,24,2,0,1,0,1,1,1
39,0,150079.0,101929.0,36,316.0,8,0,1,1,0,0,1,1
52,1,94242.0,707689.0,60,481.0,9,3,0,3,2,0,0,0
21,1,47257.0,327313.0,48,835.0,17,0,1,0,1,1,0,1
25,1,79246.0,127468.0,60,840.0,19,0,0,3,0,0,0,1
24,0,19435.0,74594.0,12,470.0,12,2,0,1,2,1,1,0
36,1,109357.0,231703.0,48,708.0,7,2,0,0,1,0,0,1
44,0,154156.0,85033.0,24,677.0,6,2,1,1,3,0,1,1
36,1,101807.0,627421.0,36,487.0,16,1,0,0,2,0,1,0
22,0,133953.0,113861.0,48,529.0,20,1,1,1,0,0,1,1
48,0,156563.0,747650.0,48,418.0,22,0,1,2,3,1,1,0
52,1,141797.0,333894.0,12,455.0,14,2,1,2,1,2,1,1
47,1,81888.0,604749.0,36,764.0,19,0,1,3,1,0,0,1
40,0,91609.0,507016.0,24,403.0,14,3,1,2,2,1,1,0
44,0,27077.0,118222.0,48,801.0,0,3,0,1,2,1,1,0
32,1,38953.0,676308.0,48,474.0,24,2,1,1,2,0,0,0
55,0,132682.0,584897.0,12,720.0,13,2,1,2,1,2,1,1
53,1,85889.0,694801.0,60,433.0,4,3,1,3,3,0,1,0
53,1,133374.0,243981.0,24,690.0,10,2,1,2,1,1,0,1
63,1,42860.0,144211.0,36,800.0,15,1,1,0,0,2,0,1
57,1,95475.0,226321.0,48,332.0,1,1,0,0,1,1,0,0
32,0,105266.0,482111.0,48,354.0,7,2,0,0,0,0,1,0
23,1,118732.0,527689.0,24,818.0,10,3,1,2,3,2,0,0
21,0,45083.0,496956.0,60,311.0,17,0,0,2,2,1,0,0
53,1,75372.0,69984.0,48,827.0,2,2,0,2,2,1,0,1
60,0,141786.0,683235.0,24,672.0,0,2,1,0,1,1,1,0
30,1,25813.0,45901.0,12,783.0,10,0,0,3,2,0,0,1
63,0,49598.0,202624.0,60,527.0,15,2,1,1,3,2,1,0
64,0,111106.0,262317.0,36,606.0,17,0,0,2,2,0,1,1
49,1,45082.0,333199.0,48,756.0,15,3,0,3,1,0,0,1
33,1,47241.0,733045.0,24,459.0,22,1,0,1,3,0,1,0
32,1,29745.0,185788.0,12,630.0,9,3,1,1,0,2,1,0
51,1,44029.0,678387.0,36,524.0,17,1,0,1,1,0,0,0
22,0,141395.0,575426.0,24,803.0,5,0,0,3,0,0,1,1
55,1,107186.0,730658.0,24,755.0,18,1,1,3,3,0,0,1
43,0,155612.0,63429.0,36,344.0,3,3,1,0,1,0,1,0
37,0,115768.0,614488.0,12,513.0,12,1,0,3,1,1,1,0
46,1,59846.0,242380.0,12,358.0,23,0,1,3,3,0,0,0
28,0,93932.0,481460.0,60,,13,1,0,3,2,1,0,1
49,0,41411.0,285127.0,48,788.0,2,2,0,1,1,0,1,1
46,0,96797.0,57347.0,36,456.0,9,3,1,2,1,2,1,1
30,0,70307.0,712280.0,36,525.0,5,2,1,0,0,1,0,0
46,1,152165.0,596110.0,36,711.0,0,0,1,2,2,1,1,0
54,1,40042.0,604396.0,12,504.0,22,1,0,2,0,1,1,0
61,1,70930.0,522315.0,48,378.0,23,2,1,3,0,1,1,0
27,1,115883.0,47967.0,60,423.0,13,2,0,0,2,2,1,1
24,0,51756.0,576159.0,24,770.0,7,1,1,2,2,0,0,0
31,0,71268.0,265371.0,24,517.0,18,1,0,2,3,1,0,0
49,1,66901.0,248524.0,36,815.0,13,3,1,0,2,2,0,1
56,1,117986.0,204685.0,48,403.0,9,2,0,3,1,1,0,1
45,1,146386.0,592467.0,12,692.0,16,2,1,2,2,0,0,1
41,0,23626.0,291537.0,48,733.0,8,0,0,1,3,1,0,0
56,1,156496.0,747548.0,48,630.0,5,3,1,2,3,2,1,0
30,1,30857.0,599550.0,12,442.0,10,0,1,1,3,0,0,0
57,1,151052.0,419551.0,36,839.0,24,2,0,3,2,2,1,1
29,0,44431.0,511082.0,48,577.0,6,0,1,2,2,0,1,0
44,0,102976.0,100545.0,24,532.0,16,2,0,0,0,0,1,1
55,0,100711.0,274555.0,12,828.0,0,2,0,0,0,0,0,1
55,0,44385.0,263894.0,60,389.0,21,0,1,2,1,1,1,0
56,0,36639.0,342066.0,36,791.0,4,0,0,3,0,2,0,0
38,0,103530.0,607201.0,12,498.0,8,1,1,3,1,2,1,0
59,0,39563.0,399177.0,60,661.0,17,1,1,0,3,2,1,0
52,0,133672.0,406936.0,60,740.0,23,1,0,2,0,0,0,1
44,1,154848.0,290497.0,48,325.0,20,2,1,3,2,1,1,1
43,1,157783.0,483057.0,48,324.0,1,0,0,0,0,0,1,0
52,0,100970.0,741692.0,48,693.0,10,3,0,1,1,2,1,0
57,0,103553.0,525278.0,12,806.0,5,2,1,2,0,1,1,1
32,1,100879.0,196104.0,12,600.0,7,3,1,1,3,1,0,1
33,0,154727.0,733206.0,36,638.0,3,0,0,1,2,1,1,0
43,0,62859.0,84936.0,48,566.0,17,2,0,3,1,2,1,0
45,0,70098.0,725154.0,60,760.0,10,3,1,3,2,1,0,1
55,1,140413.0,242056.0,24,755.0,4,3,1,3,2,1,1,1
61,1,18526.0,265469.0,36,659.0,14,1,1,2,1,0,1,1
50,1,86760.0,68141.0,12,367.0,17,1,1,1,2,0,1,1
37,1,65837.0,177478.0,36,711.0,1,1,0,2,2,1,1,0
40,1,29536.0,137359.0,36,790.0,21,2,1,3,0,1,0,1
45,0,46541.0,194363.0,36,348.0,10,0,0,1,2,0,1,0
42,1,97083.0,605856.0,36,401.0,24,0,0,2,2,0,0,1
33,0,52531.0,661827.0,24,515.0,12,1,1,2,2,0,1,0
39,0,26712.0,611139.0,48,737.0,3,1,0,0,2,2,1,0
56,1,122101.0,533158.0,60,458.0,21,1,1,2,1,2,1,1
32,1,83455.0,619111.0,36,,6,3,0,3,3,0,0,0
61,0,92744.0,63312.0,36,541.0,10,1,1,2,0,1,1,1
39,0,147749.0,467387.0,36,304.0,21,3,0,1,2,0,1,0
32,0,23109.0,474995.0,48,660.0,23,0,0,2,2,2,0,0
29,1,67268.0,540531.0,12,758.0,3,2,1,0,1,1,0,1
27,1,72615.0,536037.0,12,547.0,14,2,1,1,3,2,0,0
48,1,100503.0,289062.0,24,721.0,0,2,0,1,2,1,0,1
34,1,103708.0,448638.0,12,314.0,22,2,0,0,1,2,1,1
51,1,120471.0,475684.0,36,421.0,2,3,1,3,0,1,1,0
39,0,101309.0,596659.0,36,576.0,13,3,0,1,0,1,1,0
36,1,144446.0,97022.0,36,752.0,5,1,1,3,2,1,1,1
25,0,124661.0,373373.0,24,689.0,17,3,0,1,2,1,0,1
55,0,24154.0,139071.0,36,593.0,24,1,1,1,3,2,1,0
32,0,82288.0,222268.0,12,745.0,0,1,0,3,3,2,1,0
45,1,69195.0,398918.0,48,509.0,5,2,1,1,2,1,1,0
41,1,38581.0,529626.0,48,601.0,5,3,1,3,1,1,1,0
56,1,48087.0,328859.0,60,,20,3,0,0,3,2,0,0
43,0,87298.0,664141.0,12,302.0,15,1,1,3,2,1,1,0
36,0,64167.0,595462.0,36,817.0,4,1,0,0,3,1,1,1
59,0,57499.0,537660.0,48,392.0,16,0,1,1,2,1,1,0
62,0,143816.0,116373.0,12,819.0,9,0,1,3,0,0,0,1
59,0,114347.0,233021.0,48,727.0,20,1,1,1,2,1,0,1
34,0,66787.0,233718.0,36,792.0,17,0,0,3,0,0,1,1
51,1,53488.0,634305.0,48,534.0,6,0,1,0,3,1,1,0
25,1,92441.0,103037.0,60,460.0,2,1,0,0,2,2,1,1
55,1,40431.0,654106.0,60,630.0,12,1,1,3,3,0,0,0
43,1,79681.0,570836.0,48,632.0,14,3,0,0,0,0,1,1
49,0,140720.0,681269.0,12,349.0,19,1,0,1,2,1,1,0
63,0,67153.0,274213.0,12,822.0,18,1,0,1,3,1,1,1
31,1,24368.0,244366.0,12,791.0,2,2,1,2,0,0,0,0
38,0,130360.0,542420.0,48,571.0,3,3,0,0,3,2,1,0
32,1,130755.0,194249.0,12,551.0,4,3,1,1,1,2,1,1
29,1,74985.0,326166.0,36,389.0,0,3,0,3,0,1,0,0
30,1,68069.0,670585.0,60,745.0,3,2,0,0,0,2,0,1
64,0,70326.0,700902.0,36,631.0,11,1,0,1,0,2,1,0
37,1,126737.0,262084.0,12,438.0,23,3,0,0,2,1,0,1
58,1,68861.0,529536.0,36,656.0,9,3,1,3,2,2,1,0
27,1,93897.0,100428.0,12,573.0,22,0,0,1,2,1,0,1
33,0,145118.0,718100.0,48,318.0,24,3,0,2,1,0,0,0
60,0,86577.0,361497.0,36,610.0,20,1,1,2,1,1,1,0
62,1,27078.0,677420.0,48,453.0,19,1,0,0,0,0,1,0
29,0,80768.0,227604.0,48,689.0,23,0,0,3,1,0,1,1
47,0,69047.0,580340.0,24,559.0,24,3,0,1,3,2,0,0
22,0,89626.0,140689.0,12,424.0,12,3,0,3,0,2,1,1
25,0,75660.0,742436.0,60,653.0,22,3,1,1,0,2,1,1
49,0,150997.0,486636.0,12,572.0,13,2,1,0,3,1,1,1
57,0,135832.0,696031.0,60,544.0,22,3,0,1,0,2,1,0
58,0,148406.0,302307.0,12,749.0,4,1,1,3,1,0,1,1
39,0,143150.0,343568.0,48,546.0,3,1,1,3,2,2,0,0
28,0,51320.0,542754.0,36,819.0,13,2,0,0,3,2,1,1
21,0,82881.0,503547.0,36,440.0,9,2,1,3,1,1,1,0
42,1,108827.0,443850.0,24,661.0,16,3,0,1,3,1,0,1
37,1,120215.0,175870.0,60,307.0,9,0,1,0,3,0,1,0
27,0,152461.0,324564.0,60,777.0,6,2,1,1,0,1,1,1
45,1,79550.0,550259.0,60,651.0,15,2,1,3,0,2,1,0
24,1,42826.0,684863.0,48,794.0,0,3,0,0,1,1,1,1
56,0,118734.0,331444.0,60,726.0,16,3,1,1,3,0,1,1
26,0,116511.0,50749.0,36,338.0,20,2,0,3,0,2,0,1
51,0,29653.0,668419.0,48,486.0,8,0,0,3,0,0,0,0
39,1,99941.0,720481.0,12,392.0,5,2,1,2,3,1,0,0
64,1,51662.0,339631.0,60,385.0,18,3,0,3,1,1,1,0
59,0,116818.0,265019.0,60,343.0,12,3,1,1,1,0,0,0
47,0,113081.0,466577.0,12,436.0,2,2,0,0,3,2,1,0
30,0,54877.0,637218.0,60,720.0,6,0,0,2,1,1,1,0
